model,layer,n_layers,layer_frac,roi,rsa_mean,rsa_sem,noise_ceiling,rsa_noise_corrected
hubert,18,25,0.75,AllROI,0.3591342544715406,0.021694953150737765,0.7587117536933498,0.47334742439840033
hubert,19,25,0.7916666666666666,AllROI,0.3546964895727184,0.021784978991679974,0.7587117536933498,0.4674983455127504
hubert,20,25,0.8333333333333334,AllROI,0.3548578503660175,0.021189716777447055,0.7587117536933498,0.4677110228470788
hubert,21,25,0.875,AllROI,0.3712585376179134,0.020570154118746464,0.7587117536933498,0.4893275157668979
hubert,22,25,0.9166666666666666,AllROI,0.3650680267030286,0.020684702689999467,0.7587117536933498,0.48116827626026076
hubert,23,25,0.9583333333333334,AllROI,0.3732601959031623,0.019609240360401393,0.7587117536933498,0.49196574863399795
hubert,24,25,1.0,AllROI,0.36061447883419867,0.017675059669258506,0.7587117536933498,0.47529839504759935
wav2vec2,0,25,0.0,AllROI,0.2727505465453109,0.027936533616056424,0.7587117536933498,0.35949165835059554
wav2vec2,1,25,0.041666666666666664,AllROI,0.27074717054748326,0.021840186684145745,0.7587117536933498,0.35685116149777185
wav2vec2,2,25,0.08333333333333333,AllROI,0.31344325645590754,0.020696867567675307,0.7587117536933498,0.41312561052348296
wav2vec2,3,25,0.125,AllROI,0.34226607807529347,0.020719207692644768,0.7587117536933498,0.4511147697517125
wav2vec2,4,25,0.16666666666666666,AllROI,0.35311367064916566,0.02028282848883515,0.7587117536933498,0.4654121528106501
wav2vec2,5,25,0.20833333333333334,AllROI,0.36673679831363815,0.020112578775757624,0.7587117536933498,0.483367756632729
wav2vec2,6,25,0.25,AllROI,0.3752238370311323,0.020699676893075454,0.7587117536933498,0.4945538739904475
wav2vec2,7,25,0.2916666666666667,AllROI,0.37540592429854586,0.02097902962937751,0.7587117536933498,0.49479386930688635
wav2vec2,8,25,0.3333333333333333,AllROI,0.360904181509322,0.02137866850063152,0.7587117536933498,0.47568023001155385
wav2vec2,9,25,0.375,AllROI,0.34459362695664886,0.021887529424322656,0.7587117536933498,0.4541825341168025
