category,n_stimuli,model,layer,n_layers,layer_pct,rsa_mean,rsa_sem,noise_ceiling
HumNonVoc,15,wav2vec2,14,25,58.333333333333336,0.1693790172092059,0.030723976500151153,0.59072309765706
HumNonVoc,15,wav2vec2,15,25,62.5,0.17510470661414057,0.030947089223912375,0.59072309765706
HumNonVoc,15,wav2vec2,16,25,66.66666666666667,0.15324331329048307,0.031621422976355805,0.59072309765706
HumNonVoc,15,wav2vec2,17,25,70.83333333333333,0.13524673439767781,0.030840362767211044,0.59072309765706
HumNonVoc,15,wav2vec2,18,25,75.0,0.24835579514824793,0.030498923181227402,0.59072309765706
HumNonVoc,15,wav2vec2,19,25,79.16666666666667,0.3366690856313498,0.030562023440522203,0.59072309765706
HumNonVoc,15,wav2vec2,20,25,83.33333333333333,0.34617458013684427,0.03002541552989337,0.59072309765706
HumNonVoc,15,wav2vec2,21,25,87.5,0.36135548413850305,0.03152939246349008,0.59072309765706
HumNonVoc,15,wav2vec2,22,25,91.66666666666667,0.03186346672195728,0.023989983467329893,0.59072309765706
HumNonVoc,15,wav2vec2,23,25,95.83333333333333,0.21179763632593823,0.02948856049265562,0.59072309765706
HumNonVoc,15,wav2vec2,24,25,100.0,0.20030582624922247,0.02944034417950037,0.59072309765706
HumNonVoc,15,hubert,0,25,0.0,0.49301472112792866,0.034606466528628345,0.59072309765706
