category,n_stimuli,model,layer,n_layers,layer_pct,rsa_mean,rsa_sem,noise_ceiling
HumNonVoc,15,hubert,1,25,4.166666666666667,0.48686502177068214,0.03332673980335725,0.59072309765706
HumNonVoc,15,hubert,2,25,8.333333333333334,0.465022289031723,0.034876945261043846,0.59072309765706
HumNonVoc,15,hubert,3,25,12.5,0.4517903794318888,0.03579328835965868,0.59072309765706
HumNonVoc,15,hubert,4,25,16.666666666666668,0.45129742898610814,0.03646100128810891,0.59072309765706
HumNonVoc,15,hubert,5,25,20.833333333333332,0.43410792038150525,0.03691998997870857,0.59072309765706
HumNonVoc,15,hubert,6,25,25.0,0.41327493261455517,0.037324408133876094,0.59072309765706
HumNonVoc,15,hubert,7,25,29.166666666666668,0.383599419448476,0.03678586130316745,0.59072309765706
HumNonVoc,15,hubert,8,25,33.333333333333336,0.38348641924113624,0.03619729411955498,0.59072309765706
HumNonVoc,15,hubert,9,25,37.5,0.36798362015343145,0.03579056768669885,0.59072309765706
HumNonVoc,15,hubert,10,25,41.666666666666664,0.37112741032552343,0.03577395648780175,0.59072309765706
HumNonVoc,15,hubert,11,25,45.833333333333336,0.3784563549657889,0.03665009493007309,0.59072309765706
HumNonVoc,15,hubert,12,25,50.0,0.38364088741447233,0.035990794965270634,0.59072309765706
HumNonVoc,15,hubert,13,25,54.166666666666664,0.3926606883682356,0.033792209844830216,0.59072309765706
HumNonVoc,15,hubert,14,25,58.333333333333336,0.3956619324072154,0.03342293578983949,0.59072309765706
HumNonVoc,15,hubert,15,25,62.5,0.40317022600041463,0.03231353344340188,0.59072309765706
HumNonVoc,15,hubert,16,25,66.66666666666667,0.38644775036284473,0.03198052387001498,0.59072309765706
HumNonVoc,15,hubert,17,25,70.83333333333333,0.38106261662865437,0.031973029731241484,0.59072309765706
HumNonVoc,15,hubert,18,25,75.0,0.3784143686502177,0.032649161010087135,0.59072309765706
HumNonVoc,15,hubert,19,25,79.16666666666667,0.3897895500725689,0.033286423196015824,0.59072309765706
HumNonVoc,15,hubert,20,25,83.33333333333333,0.39912191582002904,0.03337370451348853,0.59072309765706
HumNonVoc,15,hubert,21,25,87.5,0.4153078996475223,0.03498966095610076,0.59072309765706
HumNonVoc,15,hubert,22,25,91.66666666666667,0.39317540949616425,0.03782564262785228,0.59072309765706
HumNonVoc,15,hubert,23,25,95.83333333333333,0.3993292556500103,0.036945337991720145,0.59072309765706
HumNonVoc,15,hubert,24,25,100.0,0.41528353721749944,0.0340975768091456,0.59072309765706
HumNonVoc,15,wavlm,0,13,0.0,0.40403016794526225,0.02901856878657033,0.59072309765706
HumNonVoc,15,wavlm,1,13,8.333333333333334,0.4288026124818578,0.02983123347059269,0.59072309765706
HumNonVoc,15,wavlm,2,13,16.666666666666668,0.35110252954592575,0.02511336027845261,0.59072309765706
HumNonVoc,15,wavlm,3,13,25.0,0.3403721749948164,0.02646999781989178,0.59072309765706
HumNonVoc,15,wavlm,4,13,33.333333333333336,0.25435102633215834,0.02608415163291348,0.59072309765706
HumNonVoc,15,wavlm,5,13,41.666666666666664,0.23763736263736268,0.026693173101206866,0.59072309765706
HumNonVoc,15,wavlm,6,13,50.0,0.2065187642546133,0.025531428093954374,0.59072309765706
HumNonVoc,15,wavlm,7,13,58.333333333333336,0.20146019075264357,0.026769419358982496,0.59072309765706
HumNonVoc,15,wavlm,8,13,66.66666666666667,0.1921832884097035,0.02723502460988268,0.59072309765706
HumNonVoc,15,wavlm,9,13,75.0,0.1844235952726519,0.02688781101861672,0.59072309765706
HumNonVoc,15,wavlm,10,13,83.33333333333333,0.24448579722164626,0.029425850430493075,0.59072309765706
HumNonVoc,15,wavlm,11,13,91.66666666666667,0.2814270163798466,0.03105459500260352,0.59072309765706
HumNonVoc,15,wavlm,12,13,100.0,0.24328892805307906,0.027148236685214624,0.59072309765706
HumNonVoc,15,whisper,0,7,0.0,0.24644567696454484,0.01893595209479464,0.59072309765706
HumNonVoc,15,whisper,1,7,16.666666666666668,0.3248766328011611,0.023508405843132265,0.59072309765706
HumNonVoc,15,whisper,2,7,33.333333333333336,0.3022257930748497,0.022266121486255768,0.59072309765706
HumNonVoc,15,whisper,3,7,50.0,0.2371392286958324,0.026044228292040755,0.59072309765706
HumNonVoc,15,whisper,4,7,66.66666666666667,0.16542815674891148,0.026373440223530876,0.59072309765706
HumNonVoc,15,whisper,5,7,83.33333333333333,0.19966255442670536,0.025589306426669248,0.59072309765706
HumNonVoc,15,whisper,6,7,100.0,-0.006857764876632802,0.019644523837028968,0.59072309765706
HumNonVoc,15,ast,0,13,0.0,0.41922195728799494,0.029866387130617983,0.59072309765706
HumNonVoc,15,ast,1,13,8.333333333333334,0.27923543437694376,0.031653046652548485,0.59072309765706
HumNonVoc,15,ast,2,13,16.666666666666668,0.27876166286543647,0.03376910005589257,0.59072309765706
HumNonVoc,15,ast,3,13,25.0,0.1755323450134771,0.02819579613996653,0.59072309765706
HumNonVoc,15,ast,4,13,33.333333333333336,0.1453312253783952,0.024762699098314224,0.59072309765706
HumNonVoc,15,ast,5,13,41.666666666666664,0.20165353514410117,0.022553028126103346,0.59072309765706
HumNonVoc,15,ast,6,13,50.0,0.15618339207961845,0.022533301181377693,0.59072309765706
HumNonVoc,15,ast,7,13,58.333333333333336,0.2102799087704748,0.02565907512269996,0.59072309765706
HumNonVoc,15,ast,8,13,66.66666666666667,0.19877928675098486,0.022312072220501813,0.59072309765706
HumNonVoc,15,ast,9,13,75.0,0.15906489736678414,0.021168404934620362,0.59072309765706
HumNonVoc,15,ast,10,13,83.33333333333333,0.094488907319096,0.0208295609814128,0.59072309765706
HumNonVoc,15,ast,11,13,91.66666666666667,0.12956562305618907,0.019988987056772056,0.59072309765706
HumNonVoc,15,ast,12,13,100.0,0.23918359941944844,0.020481185883925265,0.59072309765706
HumVoc,13,wav2vec2,0,25,0.0,0.4119222549602296,0.014486605739944704,0.7384805068349372
HumVoc,13,wav2vec2,1,25,4.166666666666667,0.44028756054072504,0.014622701332097967,0.7384805068349372
HumVoc,13,wav2vec2,2,25,8.333333333333334,0.43963125482112825,0.015702449886555146,0.7384805068349372
HumVoc,13,wav2vec2,3,25,12.5,0.41280238748593173,0.016672457525711854,0.7384805068349372
HumVoc,13,wav2vec2,4,25,16.666666666666668,0.4092009256566218,0.01582894212767417,0.7384805068349372
HumVoc,13,wav2vec2,5,25,20.833333333333332,0.3885898911215367,0.017111750086250002,0.7384805068349372
HumVoc,13,wav2vec2,6,25,25.0,0.3309108612906081,0.01838355999434845,0.7384805068349372
HumVoc,13,wav2vec2,7,25,29.166666666666668,0.36015882851325887,0.018092722628063065,0.7384805068349372
HumVoc,13,wav2vec2,8,25,33.333333333333336,0.39141744331617745,0.01893918014681487,0.7384805068349372
HumVoc,13,wav2vec2,9,25,37.5,0.4174875757154237,0.026413908161367607,0.7384805068349372
HumVoc,13,wav2vec2,10,25,41.666666666666664,0.4444694545960369,0.027844560339325006,0.7384805068349372
HumVoc,13,wav2vec2,11,25,45.833333333333336,0.429478116819889,0.028833453944103152,0.7384805068349372
HumVoc,13,wav2vec2,12,25,50.0,0.42243452749781857,0.02950273753036114,0.7384805068349372
HumVoc,13,wav2vec2,13,25,54.166666666666664,0.4717725312662021,0.024995855114491608,0.7384805068349372
HumVoc,13,wav2vec2,14,25,58.333333333333336,0.4478837618078123,0.026762608071984585,0.7384805068349372
HumVoc,13,wav2vec2,15,25,62.5,0.4704422160118362,0.02444727904408607,0.7384805068349372
HumVoc,13,wav2vec2,16,25,66.66666666666667,0.48368214064416604,0.023669488116675526,0.7384805068349372
HumVoc,13,wav2vec2,17,25,70.83333333333333,0.5007587349359504,0.023877357202641353,0.7384805068349372
HumVoc,13,wav2vec2,18,25,75.0,0.5351939200040465,0.02217964061680002,0.7384805068349372
HumVoc,13,wav2vec2,19,25,79.16666666666667,0.5261523286839742,0.022233617654808326,0.7384805068349372
HumVoc,13,wav2vec2,20,25,83.33333333333333,0.556535869194097,0.02214875370868401,0.7384805068349372
HumVoc,13,wav2vec2,21,25,87.5,0.5402875605407251,0.022567613378587054,0.7384805068349372
HumVoc,13,wav2vec2,22,25,91.66666666666667,0.4553054540396312,0.03128521628470213,0.7384805068349372
HumVoc,13,wav2vec2,23,25,95.83333333333333,0.21033776350232042,0.032498671272911527,0.7384805068349372
HumVoc,13,wav2vec2,24,25,100.0,0.19614562652537332,0.032423852665026585,0.7384805068349372
HumVoc,13,hubert,0,25,0.0,0.32191100039201304,0.016922970821249564,0.7384805068349372
HumVoc,13,hubert,1,25,4.166666666666667,0.44704156602890777,0.017712322378526088,0.7384805068349372
HumVoc,13,hubert,2,25,8.333333333333334,0.45596428887568125,0.018311116215000808,0.7384805068349372
HumVoc,13,hubert,3,25,12.5,0.43024696822165176,0.019921250537197333,0.7384805068349372
HumVoc,13,hubert,4,25,16.666666666666668,0.387580773656723,0.021081317123485016,0.7384805068349372
HumVoc,13,hubert,5,25,20.833333333333332,0.34543304796469354,0.02209443024268519,0.7384805068349372
HumVoc,13,hubert,6,25,25.0,0.2947976074558353,0.022996560271063747,0.7384805068349372
HumVoc,13,hubert,7,25,29.166666666666668,0.23234613487778039,0.02397386877166733,0.7384805068349372
HumVoc,13,hubert,8,25,33.333333333333336,0.21318301951213342,0.024698900181388966,0.7384805068349372
HumVoc,13,hubert,9,25,37.5,0.21391646328355188,0.023584311318454464,0.7384805068349372
HumVoc,13,hubert,10,25,41.666666666666664,0.17997192680736981,0.023838716718038055,0.7384805068349372
HumVoc,13,hubert,11,25,45.833333333333336,0.12704890046662198,0.02456593572290545,0.7384805068349372
HumVoc,13,hubert,12,25,50.0,0.062209941956777405,0.025249209085805562,0.7384805068349372
HumVoc,13,hubert,13,25,54.166666666666664,0.06093906093906093,0.025879082126853668,0.7384805068349372
HumVoc,13,hubert,14,25,58.333333333333336,0.07885405733506998,0.02554835734451238,0.7384805068349372
HumVoc,13,hubert,15,25,62.5,0.07828374157488081,0.027759909581903938,0.7384805068349372
HumVoc,13,hubert,16,25,66.66666666666667,0.09563348044360702,0.029275231566685468,0.7384805068349372
HumVoc,13,hubert,17,25,70.83333333333333,0.1341708923987405,0.030105136816414305,0.7384805068349372
HumVoc,13,hubert,18,25,75.0,0.1417620354329215,0.02968859189521293,0.7384805068349372
HumVoc,13,hubert,19,25,79.16666666666667,0.15854651677436488,0.029591316974806006,0.7384805068349372
HumVoc,13,hubert,20,25,83.33333333333333,0.14707697365925215,0.030069590714853878,0.7384805068349372
HumVoc,13,hubert,21,25,87.5,0.17539801970181718,0.026998646068107243,0.7384805068349372
HumVoc,13,hubert,22,25,91.66666666666667,0.21253303658366945,0.025147471467165047,0.7384805068349372
HumVoc,13,hubert,23,25,95.83333333333333,0.12427319515927107,0.023723661912614224,0.7384805068349372
HumVoc,13,hubert,24,25,100.0,0.019835860342189454,0.0250416375592791,0.7384805068349372
HumVoc,13,wavlm,0,13,0.0,0.20569177657785248,0.017863068127869617,0.7384805068349372
HumVoc,13,wavlm,1,13,8.333333333333334,0.299878602410248,0.01779568669076218,0.7384805068349372
HumVoc,13,wavlm,2,13,16.666666666666668,0.45680395553813274,0.012903442630644107,0.7384805068349372
HumVoc,13,wavlm,3,13,25.0,0.40101164658126687,0.01836444337459078,0.7384805068349372
HumVoc,13,wavlm,4,13,33.333333333333336,0.25822784810126576,0.023883959364141255,0.7384805068349372
HumVoc,13,wavlm,5,13,41.666666666666664,0.2328468999355075,0.027102561312475595,0.7384805068349372
HumVoc,13,wavlm,6,13,50.0,0.1942614347677639,0.028633383590003766,0.7384805068349372
HumVoc,13,wavlm,7,13,58.333333333333336,0.2428912859292606,0.029378637772278223,0.7384805068349372
HumVoc,13,wavlm,8,13,66.66666666666667,0.23375738185864767,0.029054731093312254,0.7384805068349372
HumVoc,13,wavlm,9,13,75.0,0.2939415015364382,0.0282957021712031,0.7384805068349372
HumVoc,13,wavlm,10,13,83.33333333333333,0.35381074621580944,0.027044045012159054,0.7384805068349372
HumVoc,13,wavlm,11,13,91.66666666666667,0.31072471831965504,0.02373632601595197,0.7384805068349372
HumVoc,13,wavlm,12,13,100.0,0.27653738666396893,0.018533444355846744,0.7384805068349372
HumVoc,13,whisper,0,7,0.0,0.3013353734872722,0.017326695224424697,0.7384805068349372
HumVoc,13,whisper,1,7,16.666666666666668,0.3590611919725843,0.02386838966477792,0.7384805068349372
HumVoc,13,whisper,2,7,33.333333333333336,0.37636414218692693,0.023574376359056626,0.7384805068349372
HumVoc,13,whisper,3,7,50.0,0.33245868055994643,0.024783089781996042,0.7384805068349372
HumVoc,13,whisper,4,7,66.66666666666667,0.21497869219388202,0.02897415379870157,0.7384805068349372
HumVoc,13,whisper,5,7,83.33333333333333,0.20931347133878778,0.023806312420337337,0.7384805068349372
HumVoc,13,whisper,6,7,100.0,0.10137331023406973,0.02380289693203347,0.7384805068349372
HumVoc,13,ast,0,13,0.0,0.3573135725034459,0.028414169039170094,0.7384805068349372
HumVoc,13,ast,1,13,8.333333333333334,0.27790184499045256,0.02341658350744443,0.7384805068349372
HumVoc,13,ast,2,13,16.666666666666668,0.2939857610743687,0.023649265992238704,0.7384805068349372
HumVoc,13,ast,3,13,25.0,0.43999165391570444,0.022784031049990668,0.7384805068349372
HumVoc,13,ast,4,13,33.333333333333336,0.48673984243604496,0.024467849068441728,0.7384805068349372
HumVoc,13,ast,5,13,41.666666666666664,0.5467330138216215,0.0205588610134401,0.7384805068349372
HumVoc,13,ast,6,13,50.0,0.46454178732659734,0.028701349384906066,0.7384805068349372
HumVoc,13,ast,7,13,58.333333333333336,0.418437258943588,0.025181759592108645,0.7384805068349372
HumVoc,13,ast,8,13,66.66666666666667,0.3776754890678941,0.027682271564346463,0.7384805068349372
HumVoc,13,ast,9,13,75.0,0.2925138152986254,0.0271691808527096,0.7384805068349372
HumVoc,13,ast,10,13,83.33333333333333,0.41638235182538985,0.026826831303321346,0.7384805068349372
HumVoc,13,ast,11,13,91.66666666666667,0.4532239911986748,0.023869536022532865,0.7384805068349372
HumVoc,13,ast,12,13,100.0,0.5176405872608403,0.02186832320546305,0.7384805068349372
Song,11,wav2vec2,0,25,0.0,-0.010169552669552665,0.04308992805090806,0.5063564213564213
Song,11,wav2vec2,1,25,4.166666666666667,0.0388997113997114,0.045993401682172884,0.5063564213564213
Song,11,wav2vec2,2,25,8.333333333333334,0.08194444444444446,0.04651426261851146,0.5063564213564213
Song,11,wav2vec2,3,25,12.5,0.0864862914862915,0.04789724921366596,0.5063564213564213
Song,11,wav2vec2,4,25,16.666666666666668,0.09987734487734491,0.048450527786010784,0.5063564213564213
Song,11,wav2vec2,5,25,20.833333333333332,0.1120995670995671,0.04882438142628268,0.5063564213564213
Song,11,wav2vec2,6,25,25.0,0.11217171717171721,0.048859345165629765,0.5063564213564213
Song,11,wav2vec2,7,25,29.166666666666668,0.10714646464646464,0.04991651592041672,0.5063564213564213
Song,11,wav2vec2,8,25,33.333333333333336,0.08634199134199136,0.04924365123738703,0.5063564213564213
Song,11,wav2vec2,9,25,37.5,0.056565656565656576,0.04896002738121676,0.5063564213564213
Song,11,wav2vec2,10,25,41.666666666666664,0.052103174603174617,0.04957748494852286,0.5063564213564213
Song,11,wav2vec2,11,25,45.833333333333336,0.027052669552669568,0.04851497412086808,0.5063564213564213
Song,11,wav2vec2,12,25,50.0,0.034711399711399714,0.048600534532509336,0.5063564213564213
Song,11,wav2vec2,13,25,54.166666666666664,0.03831168831168832,0.04485894857719829,0.5063564213564213
Song,11,wav2vec2,14,25,58.333333333333336,0.06737373737373739,0.04481539781247282,0.5063564213564213
Song,11,wav2vec2,15,25,62.5,0.059137806637806656,0.045990186600536956,0.5063564213564213
Song,11,wav2vec2,16,25,66.66666666666667,0.05145382395382396,0.04788684227555954,0.5063564213564213
Song,11,wav2vec2,17,25,70.83333333333333,0.03673520923520924,0.04763625675347875,0.5063564213564213
Song,11,wav2vec2,18,25,75.0,0.06918831168831172,0.04862384032154859,0.5063564213564213
Song,11,wav2vec2,19,25,79.16666666666667,0.08055194805194807,0.04892933946438301,0.5063564213564213
Song,11,wav2vec2,20,25,83.33333333333333,0.1076731601731602,0.049011624558197915,0.5063564213564213
Song,11,wav2vec2,21,25,87.5,0.12511904761904763,0.047290686809725514,0.5063564213564213
Song,11,wav2vec2,22,25,91.66666666666667,0.17358585858585862,0.03107965738114901,0.5063564213564213
Song,11,wav2vec2,23,25,95.83333333333333,-0.054725829725829754,0.04916993928715238,0.5063564213564213
Song,11,wav2vec2,24,25,100.0,-0.05645382395382396,0.048769687060162756,0.5063564213564213
Song,11,hubert,0,25,0.0,0.01115440115440115,0.046810870179215834,0.5063564213564213
Song,11,hubert,1,25,4.166666666666667,0.027647907647907654,0.04528166790519469,0.5063564213564213
Song,11,hubert,2,25,8.333333333333334,0.07323953823953824,0.04693153972490783,0.5063564213564213
Song,11,hubert,3,25,12.5,0.06786075036075037,0.04760225321695182,0.5063564213564213
Song,11,hubert,4,25,16.666666666666668,0.022698412698412704,0.04648589668874656,0.5063564213564213
Song,11,hubert,5,25,20.833333333333332,0.0041053391053391146,0.046998261001962666,0.5063564213564213
Song,11,hubert,6,25,25.0,0.03741341991341991,0.045451230310585955,0.5063564213564213
Song,11,hubert,7,25,29.166666666666668,0.04915945165945167,0.044167505349749975,0.5063564213564213
Song,11,hubert,8,25,33.333333333333336,0.05410894660894663,0.04325129448398828,0.5063564213564213
Song,11,hubert,9,25,37.5,0.05696248196248197,0.04246544344208195,0.5063564213564213
Song,11,hubert,10,25,41.666666666666664,0.061937229437229444,0.04310835727339275,0.5063564213564213
Song,11,hubert,11,25,45.833333333333336,0.05452020202020204,0.04417161292993698,0.5063564213564213
Song,11,hubert,12,25,50.0,0.04311688311688312,0.045672638289893534,0.5063564213564213
Song,11,hubert,13,25,54.166666666666664,0.06960678210678213,0.04274877334438223,0.5063564213564213
Song,11,hubert,14,25,58.333333333333336,0.07924963924963928,0.04293950741121373,0.5063564213564213
Song,11,hubert,15,25,62.5,0.07294011544011544,0.041464452986197387,0.5063564213564213
Song,11,hubert,16,25,66.66666666666667,0.11390331890331892,0.04192060401460697,0.5063564213564213
Song,11,hubert,17,25,70.83333333333333,0.10756132756132757,0.04365261528441811,0.5063564213564213
Song,11,hubert,18,25,75.0,0.09584776334776336,0.044265478315870084,0.5063564213564213
Song,11,hubert,19,25,79.16666666666667,0.08886724386724389,0.04496710847133225,0.5063564213564213
Song,11,hubert,20,25,83.33333333333333,0.09180375180375183,0.04485870622682951,0.5063564213564213
Song,11,hubert,21,25,87.5,0.08471139971139977,0.04529687208165115,0.5063564213564213
Song,11,hubert,22,25,91.66666666666667,0.05845238095238096,0.044792001205862436,0.5063564213564213
Song,11,hubert,23,25,95.83333333333333,0.03867965367965368,0.04615017404686618,0.5063564213564213
Song,11,hubert,24,25,100.0,0.05215007215007217,0.04802418175196128,0.5063564213564213
Song,11,wavlm,0,13,0.0,0.0643001443001443,0.04790561323926917,0.5063564213564213
Song,11,wavlm,1,13,8.333333333333334,0.07386363636363641,0.04805097699675736,0.5063564213564213
Song,11,wavlm,2,13,16.666666666666668,0.15025613275613275,0.051417677835197316,0.5063564213564213
Song,11,wavlm,3,13,25.0,0.1406962481962482,0.051201645769187565,0.5063564213564213
Song,11,wavlm,4,13,33.333333333333336,0.03443362193362194,0.051324815305342046,0.5063564213564213
Song,11,wavlm,5,13,41.666666666666664,0.016194083694083695,0.049814406108570596,0.5063564213564213
Song,11,wavlm,6,13,50.0,0.04768037518037519,0.04957379268158741,0.5063564213564213
Song,11,wavlm,7,13,58.333333333333336,0.027124819624819628,0.05190505118702183,0.5063564213564213
Song,11,wavlm,8,13,66.66666666666667,0.050887445887445905,0.051097064612677476,0.5063564213564213
Song,11,wavlm,9,13,75.0,0.03715007215007215,0.051250246937857444,0.5063564213564213
Song,11,wavlm,10,13,83.33333333333333,0.04084415584415584,0.05025328237687191,0.5063564213564213
Song,11,wavlm,11,13,91.66666666666667,0.09056637806637809,0.04669473203200794,0.5063564213564213
Song,11,wavlm,12,13,100.0,0.1225865800865801,0.04119857784297379,0.5063564213564213
Song,11,whisper,0,7,0.0,0.022424242424242433,0.03603894587227602,0.5063564213564213
Song,11,whisper,1,7,16.666666666666668,0.032492784992785004,0.046930908463441154,0.5063564213564213
Song,11,whisper,2,7,33.333333333333336,0.10049422799422802,0.044663859235099405,0.5063564213564213
Song,11,whisper,3,7,50.0,0.161002886002886,0.050221515169974314,0.5063564213564213
Song,11,whisper,4,7,66.66666666666667,0.12055194805194809,0.0486939045929921,0.5063564213564213
Song,11,whisper,5,7,83.33333333333333,0.21848124098124103,0.04886754330956204,0.5063564213564213
Song,11,whisper,6,7,100.0,0.1603535353535354,0.04760196457871875,0.5063564213564213
Song,11,ast,0,13,0.0,0.07224386724386726,0.04474448900834794,0.5063564213564213
Song,11,ast,1,13,8.333333333333334,0.09799062049062054,0.04045295122268114,0.5063564213564213
Song,11,ast,2,13,16.666666666666668,0.1206854256854257,0.04227153023124396,0.5063564213564213
Song,11,ast,3,13,25.0,0.16582972582972583,0.04434435432855957,0.5063564213564213
Song,11,ast,4,13,33.333333333333336,0.15915584415584422,0.04038000365232053,0.5063564213564213
Song,11,ast,5,13,41.666666666666664,0.11505411255411258,0.0363653780179637,0.5063564213564213
Song,11,ast,6,13,50.0,0.10248556998557001,0.035179234266079586,0.5063564213564213
Song,11,ast,7,13,58.333333333333336,0.08765873015873019,0.03138828355547274,0.5063564213564213
Song,11,ast,8,13,66.66666666666667,0.09073593073593075,0.030792995410768347,0.5063564213564213
Song,11,ast,9,13,75.0,0.07785714285714287,0.03206932110668726,0.5063564213564213
Song,11,ast,10,13,83.33333333333333,0.03510101010101009,0.0339444648365378,0.5063564213564213
Song,11,ast,11,13,91.66666666666667,0.03277056277056277,0.03961256408235813,0.5063564213564213
Song,11,ast,12,13,100.0,0.014098124098124106,0.03600221875502732,0.5063564213564213
EngSpeech,10,wav2vec2,0,25,0.0,0.5323715415019763,0.023588723652252296,0.7594005270092227
EngSpeech,10,wav2vec2,1,25,4.166666666666667,0.4636890645586297,0.02597611740922277,0.7594005270092227
EngSpeech,10,wav2vec2,2,25,8.333333333333334,0.4465612648221343,0.026799861029099932,0.7594005270092227
EngSpeech,10,wav2vec2,3,25,12.5,0.39183135704874833,0.02532709228617667,0.7594005270092227
EngSpeech,10,wav2vec2,4,25,16.666666666666668,0.4229314888010539,0.025690966110873126,0.7594005270092227
EngSpeech,10,wav2vec2,5,25,20.833333333333332,0.44769433465085634,0.026308763207831636,0.7594005270092227
EngSpeech,10,wav2vec2,6,25,25.0,0.45186429512516463,0.023222509205470098,0.7594005270092227
EngSpeech,10,wav2vec2,7,25,29.166666666666668,0.482859025032938,0.022630192569700305,0.7594005270092227
EngSpeech,10,wav2vec2,8,25,33.333333333333336,0.45345191040843214,0.02225208006644716,0.7594005270092227
EngSpeech,10,wav2vec2,9,25,37.5,0.4597430830039525,0.02270647021076567,0.7594005270092227
EngSpeech,10,wav2vec2,10,25,41.666666666666664,0.48081027667984183,0.021022416342510272,0.7594005270092227
EngSpeech,10,wav2vec2,11,25,45.833333333333336,0.45119894598155463,0.024917608851208313,0.7594005270092227
EngSpeech,10,wav2vec2,12,25,50.0,0.46527667984189713,0.024687640157888584,0.7594005270092227
EngSpeech,10,wav2vec2,13,25,54.166666666666664,0.4895849802371541,0.022319868169595414,0.7594005270092227
EngSpeech,10,wav2vec2,14,25,58.333333333333336,0.4398089591567852,0.017955685000326512,0.7594005270092227
EngSpeech,10,wav2vec2,15,25,62.5,0.3861133069828721,0.015333909983864672,0.7594005270092227
EngSpeech,10,wav2vec2,16,25,66.66666666666667,0.3196113306982872,0.01716434275445801,0.7594005270092227
EngSpeech,10,wav2vec2,17,25,70.83333333333333,0.3350461133069828,0.016536962762839672,0.7594005270092227
EngSpeech,10,wav2vec2,18,25,75.0,0.2840579710144927,0.01865318209709451,0.7594005270092227
EngSpeech,10,wav2vec2,19,25,79.16666666666667,0.35309617918313563,0.021279756637418216,0.7594005270092227
EngSpeech,10,wav2vec2,20,25,83.33333333333333,0.4351646903820816,0.02226411240145019,0.7594005270092227
EngSpeech,10,wav2vec2,21,25,87.5,0.5085309617918313,0.024298968968040523,0.7594005270092227
EngSpeech,10,wav2vec2,22,25,91.66666666666667,0.6117061923583662,0.023743459896770926,0.7594005270092227
EngSpeech,10,wav2vec2,23,25,95.83333333333333,0.46488142292490114,0.021873993517403812,0.7594005270092227
EngSpeech,10,wav2vec2,24,25,100.0,0.4664229249011857,0.02196162463132841,0.7594005270092227
EngSpeech,10,hubert,0,25,0.0,0.3430105401844532,0.019811535323014943,0.7594005270092227
EngSpeech,10,hubert,1,25,4.166666666666667,0.37909749670619225,0.02492170381127331,0.7594005270092227
EngSpeech,10,hubert,2,25,8.333333333333334,0.34449934123847165,0.02716267794377703,0.7594005270092227
EngSpeech,10,hubert,3,25,12.5,0.36469038208168636,0.027721129380262593,0.7594005270092227
EngSpeech,10,hubert,4,25,16.666666666666668,0.35692358366271404,0.02659838206394527,0.7594005270092227
EngSpeech,10,hubert,5,25,20.833333333333332,0.3203886693017128,0.025969375028389013,0.7594005270092227
EngSpeech,10,hubert,6,25,25.0,0.38557312252964426,0.02401444415009735,0.7594005270092227
EngSpeech,10,hubert,7,25,29.166666666666668,0.46679841897233204,0.022106954976159658,0.7594005270092227
EngSpeech,10,hubert,8,25,33.333333333333336,0.4554150197628458,0.022090327828928513,0.7594005270092227
EngSpeech,10,hubert,9,25,37.5,0.4516534914361001,0.02032089505381142,0.7594005270092227
EngSpeech,10,hubert,10,25,41.666666666666664,0.41787220026350463,0.021462740851668414,0.7594005270092227
EngSpeech,10,hubert,11,25,45.833333333333336,0.41511857707509875,0.019786061936297436,0.7594005270092227
EngSpeech,10,hubert,12,25,50.0,0.4062252964426877,0.018435007256981533,0.7594005270092227
EngSpeech,10,hubert,13,25,54.166666666666664,0.4319038208168643,0.015621127382089876,0.7594005270092227
EngSpeech,10,hubert,14,25,58.333333333333336,0.44198287220026344,0.01470086309922848,0.7594005270092227
EngSpeech,10,hubert,15,25,62.5,0.450197628458498,0.017542870862276284,0.7594005270092227
EngSpeech,10,hubert,16,25,66.66666666666667,0.45090250329380754,0.018736461977457437,0.7594005270092227
EngSpeech,10,hubert,17,25,70.83333333333333,0.4783926218708826,0.018447858603070296,0.7594005270092227
EngSpeech,10,hubert,18,25,75.0,0.4689723320158102,0.019167942024711372,0.7594005270092227
EngSpeech,10,hubert,19,25,79.16666666666667,0.43841897233201566,0.02425363793070763,0.7594005270092227
EngSpeech,10,hubert,20,25,83.33333333333333,0.43966403162055334,0.02471013753288636,0.7594005270092227
EngSpeech,10,hubert,21,25,87.5,0.4470355731225297,0.02129799984392168,0.7594005270092227
EngSpeech,10,hubert,22,25,91.66666666666667,0.4264558629776021,0.020446150454459817,0.7594005270092227
EngSpeech,10,hubert,23,25,95.83333333333333,0.29141633728590244,0.014659604864291595,0.7594005270092227
EngSpeech,10,hubert,24,25,100.0,0.09423583662714095,0.016269100130384417,0.7594005270092227
EngSpeech,10,wavlm,0,13,0.0,0.3220289855072463,0.020894276471089046,0.7594005270092227
EngSpeech,10,wavlm,1,13,8.333333333333334,0.5482213438735177,0.021107401968371988,0.7594005270092227
EngSpeech,10,wavlm,2,13,16.666666666666668,0.36518445322793147,0.027234033176552007,0.7594005270092227
EngSpeech,10,wavlm,3,13,25.0,0.2935375494071146,0.026860418854965512,0.7594005270092227
EngSpeech,10,wavlm,4,13,33.333333333333336,0.3160803689064558,0.027173439991847965,0.7594005270092227
EngSpeech,10,wavlm,5,13,41.666666666666664,0.1395454545454545,0.026212851058253425,0.7594005270092227
